molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,pchembl_value,target_pref_name,bao_label
CHEMBL1200340,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,800.0,nM,IC50,6.1,Neuraminidase,single protein format
CHEMBL1214598,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,400.0,nM,IC50,6.4,Influenza A virus,organism-based format
CHEMBL35033,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,4.0,nM,IC50,8.4,ADMET,assay format
CHEMBL2013174,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O,3.2,nM,IC50,8.49,Hepatitis C virus,organism-based format
CHEMBL4525964,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,3.0,nM,IC50,8.52,Hepatitis C virus,organism-based format
CHEMBL301370,CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C,45.0,nM,IC50,7.35,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL490672,CCc1cc(CC[C@]2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1,7.0,nM,IC50,8.15,Unchecked,assay format
CHEMBL318153,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,150.0,nM,IC50,6.82,Thymidine kinase,single protein format
CHEMBL571987,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,4.0,nM,IC50,8.4,Human immunodeficiency virus,organism-based format
CHEMBL46917,CNC(=O)Oc1cccc2ccccc12,3100.0,nM,IC50,5.51,Acetylcholinesterase,single protein format
CHEMBL1092581,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,0.8,nM,IC50,9.1,Hepatitis C virus,organism-based format
CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,21.0,nM,IC50,7.68,Nonstructural protein 5A,cell-based format
CHEMBL2023898,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0.023,nM,IC50,10.64,Nonstructural protein 5A,assay format
CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.04,nM,IC50,10.4,Protease,assay format
CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,0.23,nM,IC50,9.64,Human immunodeficiency virus 1,organism-based format
CHEMBL466246,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,0.14,nM,IC50,9.85,Influenza A virus,organism-based format
CHEMBL3137312,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,600.0,nM,IC50,6.22,Unchecked,assay format
CHEMBL61,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,0.1,nM,IC50,10.0,MCF7,cell-based format
CHEMBL204656,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,1.3,nM,IC50,8.89,Human immunodeficiency virus 1,organism-based format
CHEMBL106502,COc1ccc(Sc2nc(N)nc3c2ncn3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)cc1,30.0,nM,IC50,7.52,Human herpesvirus 1,organism-based format
CHEMBL501849,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,10.0,nM,IC50,8.0,Unchecked,assay format
CHEMBL297884,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,0.8,nM,IC50,9.1,"Hepatitis C virus serine protease, NS3/NS4A",single protein format
CHEMBL3126842,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,2.0,nM,IC50,8.7,Unchecked,assay format
CHEMBL1241951,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,4.0,nM,IC50,8.4,Unchecked,cell-based format
CHEMBL3301620,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,4.59,nM,IC50,8.34,Human immunodeficiency virus 1,organism-based format
CHEMBL1205,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,7080.0,nM,IC50,5.15,SARS-CoV-2,organism-based format
CHEMBL258501,C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,550.0,nM,IC50,6.26,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.5,nM,IC50,9.3,Human immunodeficiency virus 1,organism-based format
CHEMBL1213165,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],2.7,nM,IC50,8.57,Human immunodeficiency virus type 1 integrase,single protein format
CHEMBL483,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,380.0,nM,IC50,6.42,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL2181367,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,11.0,nM,IC50,7.96,Unchecked,cell-based format
CHEMBL3126004,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,35.0,nM,IC50,7.46,L1210,cell-based format
CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.2,nM,IC50,9.7,Human immunodeficiency virus 1,organism-based format
CHEMBL1130,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,3000.0,nM,IC50,5.52,L1210,cell-based format
CHEMBL4127030,C[C@]1(O)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O,140.0,nM,IC50,6.85,Hepatitis C virus NS5B RNA-dependent RNA polymerase,single protein format
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,1.9,nM,IC50,8.72,Protease,single protein format
CHEMBL175691,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.4,nM,IC50,9.4,Human immunodeficiency virus 1,organism-based format
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0.6,nM,IC50,9.22,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL70663,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,0.1,nM,IC50,10.0,Human immunodeficiency virus 1,organism-based format
CHEMBL283639,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,4.0,nM,IC50,8.4,Human rhinovirus 2,organism-based format
CHEMBL29609,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,1.0,nM,IC50,9.0,Human coxsackievirus B3,assay format
CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,1.0,nM,IC50,9.0,Human immunodeficiency virus 1,organism-based format
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.3,nM,IC50,8.89,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL1674,Cc1cn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,460.0,nM,IC50,6.34,Unchecked,assay format
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,20.0,nM,IC50,7.7,ADMET,assay format
CHEMBL485652,Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,36.0,nM,IC50,7.44,Human immunodeficiency virus type 1 reverse transcriptase,single protein format
CHEMBL105318,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,2.0,nM,IC50,8.7,Human immunodeficiency virus 1,organism-based format
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0.14,nM,IC50,9.85,PBMC,cell-based format
CHEMBL193952,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,3.0,nM,IC50,8.52,Human immunodeficiency virus type 1 reverse transcriptase,assay format
CHEMBL3391662,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,0.18,nM,IC50,9.74,Unchecked,assay format
CHEMBL2178573,Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1,5.0,nM,IC50,8.3,C-C chemokine receptor type 2,single protein format
CHEMBL206031,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,0.2,nM,IC50,9.7,Human immunodeficiency virus 1,organism-based format
CHEMBL4069597,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,16.0,nM,IC50,7.8,Human herpesvirus 2,organism-based format
CHEMBL254316,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,2.0,nM,IC50,8.7,Human immunodeficiency virus type 1 integrase,single protein format
CHEMBL518520,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],2.0,nM,IC50,8.7,Human immunodeficiency virus,organism-based format
CHEMBL1201187,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.2,nM,IC50,9.7,C-C chemokine receptor type 5,cell-based format
CHEMBL1569,Cl.NC12CC3CC(CC(C3)C1)C2,16000.0,nM,IC50,4.8,Unchecked,cell-based format
CHEMBL1637,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,2.13,nM,IC50,8.67,NCI-H460,cell-based format
CHEMBL1256472,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1299.0,nM,IC50,5.89,Unchecked,cell-based format
CHEMBL2403318,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,50.0,nM,IC50,7.3,Unchecked,assay format
CHEMBL2364608,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,11.0,nM,IC50,7.96,Unchecked,assay format
CHEMBL3818050,NC(=O)c1nc(F)cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c1=O,2700.0,nM,IC50,5.57,Unchecked,assay format
CHEMBL221722,NC(=O)c1nc(F)cnc1O,44.0,nM,IC50,7.36,Influenza C virus,organism-based format
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,2.0,nM,IC50,8.7,Influenza A virus,organism-based format
CHEMBL660,NC12CC3CC(CC(C3)C1)C2,270.0,nM,IC50,6.57,Unchecked,cell-based format
CHEMBL4297497,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F,0.9,nM,IC50,9.05,Fusion glycoprotein F0,cell-based format
CHEMBL152,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,60.0,nM,IC50,7.22,Human herpesvirus 5,organism-based format
CHEMBL2064455,Nc1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,180.0,nM,IC50,6.75,MDA-MB-231,cell-based format
CHEMBL359164,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,56.0,nM,IC50,7.25,CCRF-CEM,cell-based format
CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,2.0,nM,IC50,8.7,ADMET,cell-based format
CHEMBL1230,Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,7.5,nM,IC50,8.12,Hepatitis B virus,organism-based format
CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.01042,nM,IC50,10.98,SIG-M5,cell-based format
