molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,pchembl_value,target_pref_name,bao_label
CHEMBL55140,Cc1cccnc1NC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL294191,O=P(O)(O)C(CNc1ccncc1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL56073,CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,23400.0,nM,IC50,4.63,Entamoeba histolytica,organism-based format
CHEMBL55352,CCCN(CCC)C(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55837,CCCCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,44000.0,nM,IC50,4.36,Entamoeba histolytica,organism-based format
CHEMBL54056,O=P(O)(O)CC(c1ccncc1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL299563,O=P(O)(O)C(N1CCSCC1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL431735,O=P(O)(O)C(NCCCc1ccccc1)P(=O)(O)O,15600.0,nM,IC50,4.81,Entamoeba histolytica,organism-based format
CHEMBL55518,O=P(O)(O)C(Nc1cc(Cl)cc(Cl)c1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55889,O=P(O)(O)C(Nc1ccc2c(c1)CCC2)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL54714,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,87000.0,nM,IC50,4.06,Entamoeba histolytica,organism-based format
CHEMBL54925,CCc1cccc(NC(P(=O)(O)O)P(=O)(O)O)c1,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL416301,CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,63700.0,nM,IC50,4.20,Entamoeba histolytica,organism-based format
CHEMBL417932,Nc1ccc(CC(O)(P(=O)(O)O)P(=O)(O)O)cc1,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55608,CCCCNC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL417549,CCCCCCCCCNC(P(=O)(O)O)P(=O)(O)O,136000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL52620,Cc1cc(C)nc(NC(P(=O)(O)O)P(=O)(O)O)c1,177000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL291727,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL299717,CCCNC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL54344,CCN(CC)C(P(=O)(O)O)P(=O)(O)O,62600.0,nM,IC50,4.20,Entamoeba histolytica,organism-based format
CHEMBL56028,CCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,172000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL434978,CCCCOc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,3980.0,nM,IC50,5.40,Entamoeba histolytica,organism-based format
CHEMBL433833,CCCCCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,36200.0,nM,IC50,4.44,Entamoeba histolytica,organism-based format
CHEMBL56704,O=P(O)(O)C(N1CCC(O)CC1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55264,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,29500.0,nM,IC50,4.53,Entamoeba histolytica,organism-based format
CHEMBL55358,CC(N)CC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL53982,CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,6490.0,nM,IC50,5.19,Entamoeba histolytica,organism-based format
CHEMBL417194,O=P(O)(O)C(Nc1nc2ccccc2s1)P(=O)(O)O,,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55886,O=P(O)(O)C(O)(Cc1ccncc1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL870,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55353,CCCCN(CC)C(P(=O)(O)O)P(=O)(O)O,47300.0,nM,IC50,4.33,Entamoeba histolytica,organism-based format
CHEMBL434024,O=P(O)(O)C(O)(Cc1ccccn1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL298771,NCCCCC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55856,CC(C)CCNC(P(=O)(O)O)P(=O)(O)O,36900.0,nM,IC50,4.43,Entamoeba histolytica,organism-based format
CHEMBL55959,Cc1cccc(NC(P(=O)(O)O)P(=O)(O)O)n1,64000.0,nM,IC50,4.19,Entamoeba histolytica,organism-based format
CHEMBL56255,CCCCCNC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL299443,O=P(O)(O)C(NCCc1ccc(O)cc1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL300532,O=P(O)(O)C(Nc1ccc(Br)nc1)P(=O)(O)O,44200.0,nM,IC50,4.36,Entamoeba histolytica,organism-based format
CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,73500.0,nM,IC50,4.13,Entamoeba histolytica,organism-based format
CHEMBL54480,CCCCCC(C)NC(P(=O)(O)O)P(=O)(O)O,65300.0,nM,IC50,4.18,Entamoeba histolytica,organism-based format
CHEMBL52621,O=P(O)(O)C(Nc1ncccc1OCc1ccccc1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL52761,CCCC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL52306,O=C(O)c1cn(C2CC2)c2cc(N3CCN(CC(P(=O)(O)O)P(=O)(O)O)CC3)c(F)cc2c1=O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL54004,CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,13300.0,nM,IC50,4.88,Entamoeba histolytica,organism-based format
CHEMBL301572,O=P(O)(O)C(N1CCOCC1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL55572,CCCCCCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL292224,O=P(O)(O)C(NC1CC1)P(=O)(O)O,113000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL56254,CCCCCCNC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL56047,O=P(O)(O)C(N1CCc2ccccc2C1)P(=O)(O)O,71000.0,nM,IC50,4.15,Entamoeba histolytica,organism-based format
CHEMBL293116,Cc1csc(NC(P(=O)(O)O)P(=O)(O)O)n1,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL54888,CCCCCCc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,132000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL430963,O=P(O)(O)C(Nc1ccc(I)cn1)P(=O)(O)O,39500.0,nM,IC50,4.40,Entamoeba histolytica,organism-based format
CHEMBL294478,CC(C)CNC(P(=O)(O)O)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL412889,O=P(O)(O)C(NC1CCCCCCC1)P(=O)(O)O,15500.0,nM,IC50,4.81,Entamoeba histolytica,organism-based format
CHEMBL55557,Cc1ccnc(NC(P(=O)(O)O)P(=O)(O)O)c1,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL299988,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,157000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL54747,CCCCCCC(CCCC)C(O)(P(=O)(O)O)P(=O)(O)O,12400.0,nM,IC50,4.91,Entamoeba histolytica,organism-based format
CHEMBL52137,O=P(O)(O)C(N1CCCCC1)P(=O)(O)O,200000.0,nM,IC50,,Entamoeba histolytica,organism-based format
CHEMBL91365,S=C(N/N=C/c1cccs1)N1CCCCCC1,0.7,ug.mL-1,IC50,,Entamoeba histolytica,organism-based format
CHEMBL88623,S=C(N/N=C/c1cccs1)NC1CCCCCCC1,0.5,ug.mL-1,IC50,,Entamoeba histolytica,organism-based format
CHEMBL90570,S=C(N/N=C/c1cccs1)NC1CCCCC1,0.56,ug.mL-1,IC50,,Entamoeba histolytica,organism-based format
CHEMBL90735,S=C(N/N=C/c1cccs1)NC1CCCC1,0.64,ug.mL-1,IC50,,Entamoeba histolytica,organism-based format
CHEMBL350750,S=C(N/N=C/c1cccs1)N1CCCc2ccccc21,2780.0,nM,IC50,5.56,Entamoeba histolytica,organism-based format
CHEMBL352090,S=C(N/N=C/c1cccs1)N1CCCC1,3200.0,nM,IC50,5.50,Entamoeba histolytica,organism-based format
CHEMBL162590,S=C(NCc1ccccc1Cl)N/N=C/c1cccs1,5740.0,nM,IC50,5.24,Entamoeba histolytica,organism-based format
CHEMBL158863,Fc1cccc(F)c1/N=C(\S)N/N=C/c1cccs1,5730.0,nM,IC50,5.24,Entamoeba histolytica,organism-based format
CHEMBL345838,Fc1ccc(/N=C(\S)N/N=C/c2cccs2)c(F)c1,6180.0,nM,IC50,5.21,Entamoeba histolytica,organism-based format
CHEMBL269158,Nc1nc2ccc(Cl)cc2[nH]1,125.0,nM,IC50,6.90,Entamoeba histolytica,organism-based format
CHEMBL71855,Cc1nc2cc(Cl)c(Cl)cc2[nH]1,25.0,nM,IC50,7.60,Entamoeba histolytica,organism-based format
CHEMBL71807,COC(=O)Nc1nc2cc(Cl)c(Cl)cc2[nH]1,46.0,nM,IC50,7.34,Entamoeba histolytica,organism-based format
CHEMBL306226,c1ccc2[nH]cnc2c1,42.0,nM,IC50,7.38,Entamoeba histolytica,organism-based format
CHEMBL303252,Clc1cc2nc[nH]c2cc1Cl,96.0,nM,IC50,7.02,Entamoeba histolytica,organism-based format
CHEMBL69098,Clc1ccc2[nH]cnc2c1,39.0,nM,IC50,7.41,Entamoeba histolytica,organism-based format
CHEMBL72244,Cc1nc2cc(Cl)ccc2[nH]1,84.0,nM,IC50,7.08,Entamoeba histolytica,organism-based format
CHEMBL72355,CSc1nc2ccccc2[nH]1,393.0,nM,IC50,6.41,Entamoeba histolytica,organism-based format
CHEMBL69086,Sc1nc2cc(Cl)ccc2[nH]1,5.0,nM,IC50,8.30,Entamoeba histolytica,organism-based format
CHEMBL71880,COC(=O)Nc1nc2cc(Cl)ccc2[nH]1,350.0,nM,IC50,6.46,Entamoeba histolytica,organism-based format
CHEMBL71905,Nc1nc2cc(Cl)c(Cl)cc2[nH]1,59.0,nM,IC50,7.23,Entamoeba histolytica,organism-based format
CHEMBL309135,Cc1nc2ccccc2[nH]1,7.0,nM,IC50,8.15,Entamoeba histolytica,organism-based format
CHEMBL71706,Sc1nc2cc(Cl)c(Cl)cc2[nH]1,55.0,nM,IC50,7.26,Entamoeba histolytica,organism-based format
CHEMBL70141,Sc1nc2ccccc2[nH]1,133.0,nM,IC50,6.88,Entamoeba histolytica,organism-based format
CHEMBL71936,CSc1nc2cc(Cl)ccc2[nH]1,192.0,nM,IC50,6.72,Entamoeba histolytica,organism-based format
CHEMBL305513,Nc1nc2ccccc2[nH]1,114.0,nM,IC50,6.94,Entamoeba histolytica,organism-based format
CHEMBL67822,CSc1nc2cc(Cl)c(Cl)cc2[nH]1,356.0,nM,IC50,6.45,Entamoeba histolytica,organism-based format
CHEMBL70971,COC(=O)Nc1nc2ccccc2[nH]1,204.0,nM,IC50,6.69,Entamoeba histolytica,organism-based format
CHEMBL207803,NC(=S)N1CCC(c2ccccc2)=N1,17200.0,nM,IC50,4.76,Entamoeba histolytica,organism-based format
CHEMBL207781,CC1CN(c2nc3nc4ccccc4nc3s2)N=C1c1cccc(Cl)c1,720.0,nM,IC50,6.14,Entamoeba histolytica,organism-based format
CHEMBL204462,CC1CN(c2nc3nc4ccccc4nc3s2)N=C1c1cccc(Br)c1,1450.0,nM,IC50,5.84,Entamoeba histolytica,organism-based format
CHEMBL207604,CC1CN(c2nc3nc4ccccc4nc3s2)N=C1c1ccccc1,2340.0,nM,IC50,5.63,Entamoeba histolytica,organism-based format
CHEMBL207588,Clc1cccc(C2=NN(c3nc4nc5ccccc5nc4s3)CC2)c1,1090.0,nM,IC50,5.96,Entamoeba histolytica,organism-based format
CHEMBL207965,Brc1cccc(C2=NN(c3nc4nc5ccccc5nc4s3)CC2)c1,4980.0,nM,IC50,5.30,Entamoeba histolytica,organism-based format
CHEMBL207923,c1ccc(C2=NN(c3nc4nc5ccccc5nc4s3)CC2)cc1,6760.0,nM,IC50,5.17,Entamoeba histolytica,organism-based format
CHEMBL207241,Cc1cc(Cl)cc(C2=NN(C(=N)S)CC2)c1,4400.0,nM,IC50,5.36,Entamoeba histolytica,organism-based format
CHEMBL382432,Cc1cc(Br)cc(C2=NN(C(=N)S)CC2)c1,5900.0,nM,IC50,5.23,Entamoeba histolytica,organism-based format
CHEMBL379723,CC1CN(C(N)=S)N=C1c1ccccc1,10200.0,nM,IC50,4.99,Entamoeba histolytica,organism-based format
CHEMBL90197,NC(=S)N1CCC(c2cccc(Cl)c2)=N1,8700.0,nM,IC50,5.06,Entamoeba histolytica,organism-based format
CHEMBL314026,NC(=S)N1CCC(c2cccc(Br)c2)=N1,13200.0,nM,IC50,4.88,Entamoeba histolytica,organism-based format
CHEMBL394342,S=C(N/N=C\c1c[nH]c2ccccc12)NC1CCCC1,13900.0,nM,IC50,4.86,Entamoeba histolytica,organism-based format
CHEMBL437948,S=C(N/N=C\c1c[nH]c2ccccc12)N1CCCc2ccccc21,1680.0,nM,IC50,5.78,Entamoeba histolytica,organism-based format
CHEMBL390460,S=C(N/N=C\c1c[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,3090.0,nM,IC50,5.51,Entamoeba histolytica,organism-based format
CHEMBL243675,S=C(N/N=C\c1c[nH]c2ccccc12)NC1C2CC3CC(C2)CC1C3,1080.0,nM,IC50,5.97,Entamoeba histolytica,organism-based format
CHEMBL390231,S=C(N/N=C\c1c[nH]c2ccccc12)N1CCCC1,14640.0,nM,IC50,4.83,Entamoeba histolytica,organism-based format
CHEMBL243486,CC1CCN(C(=S)N/N=C\c2c[nH]c3ccccc23)CC1,8370.0,nM,IC50,5.08,Entamoeba histolytica,organism-based format
CHEMBL243485,S=C(N/N=C\c1c[nH]c2ccccc12)NC1CCCCCCC1,6080.0,nM,IC50,5.22,Entamoeba histolytica,organism-based format
CHEMBL403651,c1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,436.0,nM,IC50,6.36,Entamoeba histolytica,organism-based format
CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,11801.0,nM,IC50,4.93,Entamoeba histolytica,organism-based format
CHEMBL255694,COc1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1OCCCCCOc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1OC,12053.0,nM,IC50,4.92,Entamoeba histolytica,organism-based format
CHEMBL257755,COc1cc(-c2nc3cc(C(F)(F)F)ccc3[nH]2)ccc1OCCCCCOc1ccc(-c2nc3cc(C(F)(F)F)ccc3[nH]2)cc1OC,,,IC50,,Entamoeba histolytica,organism-based format
CHEMBL256127,COc1cc(-c2nc3cc(C)ccc3[nH]2)ccc1OCCCCCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1OC,4503.0,nM,IC50,5.35,Entamoeba histolytica,organism-based format
CHEMBL402346,COc1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc(OC)ccc6[nH]5)cc4OC)c(OC)c3)nc2c1,284.0,nM,IC50,6.55,Entamoeba histolytica,organism-based format
CHEMBL258386,COc1cc(-c2nc3ccccc3[nH]2)ccc1OCCCCCOc1ccc(-c2nc3ccccc3[nH]2)cc1OC,5186.0,nM,IC50,5.29,Entamoeba histolytica,organism-based format
CHEMBL256337,O=[N+]([O-])c1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc([N+](=O)[O-])ccc6[nH]5)cc4)cc3)nc2c1,10223.0,nM,IC50,4.99,Entamoeba histolytica,organism-based format
CHEMBL250007,FC(F)(F)c1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc(C(F)(F)F)ccc6[nH]5)cc4)cc3)nc2c1,7288.0,nM,IC50,5.14,Entamoeba histolytica,organism-based format
CHEMBL256104,Cc1ccc2[nH]c(-c3ccc(OCCCCCOc4ccc(-c5nc6cc(C)ccc6[nH]5)cc4)cc3)nc2c1,153.0,nM,IC50,6.82,Entamoeba histolytica,organism-based format
